,Addax,Agouti1,Agouti2,Armadillo,ArtibeusJamacien,Asellia,AsianOtter,Baboon1,Baboon2,Baboon3,Baboon4,Baboon5,BactrianDeer1,BactrianDeer2,Battongia1,Battongia2,BlanfordFox,BlindMole1,BlindMole2,BottleNoseDolphin,BrownLemur1,BrownLemur2,BrownLemur3,CapraNubiana1,CapraNubiana2,CapraNubiana3,CapraNubiana4,Capuchin1,Capuchin2,Capuchin3,Capybara,Caracal,CarolliaPerspicilatta1,CarolliaPerspicilatta2,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,CaucasianSquirrel,ChaerephonPlicata,Chimpanzee,Chinchila,Chital1,Chital2,Colobus2,CommonFox,CommonHedgeHog1,CommonHedgeHog2,CommonHedgeHog3,CommonTreeShrew,Cow1,Coypu,Cynnopterus,Deer1,Deer2,Dego,DikDik,Dog1,Dog2,Dog3,Dog4,Dog5,Dog6,Dog7,Donkey,Eonycteris1,Eonycteris2,Eptesicus1,Eptesicus2,FallowDeer1,FallowDeer2,FallowDeer3,FennekFox,Ferret1,Ferret2,Ferret3,Ferret4,FruitBat1,FruitBat2,FruitBat3,FruitBat4,FruitBat5,Gerbil,Giraffe1,Giraffe2,Giraffe3,Goat1,Goat2,Goat3,GoldenSpinyMouse,Gorilla,GrayKangaroo1,GrayKangaroo3,GreenMonkey1,GreenMonkey2,Hare,HimalianBear,HippArmiger,HoneyBadger,Horse1,Horse2,HowlerMonkey1,HowlerMonkey2,Human1,Human2,Human3,Human4,Human5,Hyaena1,Hyaena2,Hyrax1,Hyrax2,IndHogDeer,JungleCat,Koala,Lama1,Lama2,LemurCatta1,LemurCatta2,Leopard1,Leopard2,Lycaon1,Lycaon2,Lycaon3,Macaque1,Macaque10,Macaque2,Macaque3,Macaque4,Macaque5,Macaque7,Macaque9,MacaqueBlack,MacaqueLionTail,MacaquePT,Mandrill1,Mandrill2,Mangebi,Mara,Marmoset,Meerkat1,Meerkat2,Meerkat3,Meerkat4,Meerkat5,Merion,MiniopterusSchreibersii1,Moongose,Mouse,MyotisEmargenitus,MyotisMyotis,MyotisVivesi1,Nasua1,Nasua2,Nasua3,Onager,Orangutan1,Orangutan2,Orangutan3,Oryx1,Oryx2,Oryx3,Otter1,Otter2,Otter3,PalmSquirrel,Pecari1,Pecari2,Pkhulii2,Pkhulii3,Porcine1,Porcine2,Porcupine1,Porcupine2,PrairieDog,PteropusLylei,Rabbit,Rat1,Rat2,Rat3,Rat4,Rat5,Rat6,RedKangaroo1,RedKangaroo2,RedKangaroo3,RedNeckWallaby,RedPanda,Rhinolophus,Rhinopoma,SandCat1,SandCat2,SandHedgeHog,Sheep,Siamang1,SkinnyPig,SpinyMouse,SquirrelMonkey1,StrippedDolphin1,StrippedDolphin2,SturniraLilium,TadaridaTeniotis1,TadaridaTeniotis2,TamarinCottonTop1,TamarinCottonTop2,TamarinEmperor1,TamarinEmperor2,TamarinGoldenHands,Tapir1,Tapir2,ThomsonGazelle,Tigris,VampireBat1,VampireBat2,Vervet,Vole,WildRabbit,WildRabbit2,WildRabbit3,WildRat,WildRat2,Wildboar1,Wildboar2,Wilderbeest,Wolf1,Wolf2,Wolf3,Zebra
Addax,0.0,71.23503349519902,78.21575875692761,70.07846319842491,77.77463859604333,73.46331765240643,63.7164443566768,76.6477487516141,69.99306810968662,71.62789341275158,67.91585580409506,76.56265554645645,77.52419173384341,79.81817943916289,68.58345144132072,70.96343580439006,68.86188669082662,79.69408775393737,73.320160005121,76.3522223524668,69.15598841729704,64.3493737924696,71.50170058822509,68.48545298830297,69.03865491011011,61.39685154310165,63.87508250513963,73.72272768081581,69.40306501576694,72.27077770852485,69.234361604648,74.00545111283148,72.42901886802485,71.6242281251345,65.60094798044021,67.91556119953957,64.47617957777487,67.64188751546502,72.53622758365802,68.831448240571,71.97429295760125,80.79346135666394,78.51387603370117,77.74732800017512,63.31309859957915,66.73595922977705,71.7261255748077,78.8795241769653,74.83435606134985,73.27498884535831,72.24529031668874,71.28565253863081,76.31940886082157,74.96424945704399,77.10021665511235,71.76195480123856,65.67834682697188,73.53305873467318,67.0855893245637,62.81060403080236,67.91738607835063,67.84035692884027,72.02699082696384,70.78886354375972,70.73042413406907,66.62607743429905,77.92719172100267,73.4830487139371,78.9919793508246,76.2490359294186,79.48203015163037,65.9779583260025,65.8741848017402,64.10539688804818,68.35805223489518,67.4591352534664,65.11937962093245,68.62676509810001,69.39014891520489,65.10140731666574,69.06414875970134,77.6747690716997,67.93460827062952,74.71108893109678,77.20580917595181,77.34859328968132,73.74077622680548,76.91704841626807,66.4980845524985,66.73723372156981,67.37338020735014,77.61078091384726,78.89068734225302,74.99237065993978,69.25159977968318,78.1326623345092,76.82997251347822,67.48758878581614,71.40379303998368,79.83143481521857,68.37777357560012,75.28631377048464,75.22333163739776,73.83231854474177,77.15132264283099,67.81340859362015,71.68816699621654,69.48829147189355,71.59453821825505,68.37969339293443,68.67814768529581,65.7053124787488,66.13655663403239,64.712184429309,66.69566225970995,68.88496769348019,84.46213063858676,81.3847222603782,71.73380312145987,66.35189903613431,67.35640751086089,64.62182012527842,76.7298881849469,64.03116395977436,65.74749176070479,68.14803732463167,71.2451113699871,73.22322776178052,72.22846758468052,73.19971969379661,69.14205188693906,69.79816835861911,74.23043579276771,69.27119379387,69.98980702646955,75.7415884806686,71.05994543543653,69.66998488177637,80.3104964272463,71.81933246626761,68.96460276450051,70.37153583979273,70.17484101269247,68.51094750606832,64.61423210763186,67.11515902837044,71.94417085476793,75.77538434753319,75.00644968391447,69.85376422541455,70.69095290315731,84.97609676118347,77.78075743140874,77.69392392850469,71.78282921467627,68.25505207721474,67.3319109926102,75.90329089523814,78.89213611871065,76.94021051944901,73.11436852674348,64.54236110558121,66.44956142077972,70.78933564153476,64.03138521141656,67.17274886886176,65.92023688886835,72.78614382008102,72.86858516499738,63.138406558716504,75.79532841594693,80.76594336291733,71.46250326429413,69.7939253640183,76.83307348053978,73.09216904001758,75.16430215412471,73.76178587641954,76.32330400469516,79.43716421489688,73.55688989863134,70.3376951061468,75.29493003211387,75.89401046777043,80.15802196939026,68.179989370738,72.74562131879858,65.59735809075113,71.59371819310645,66.9094165621969,70.02377054454041,72.3475986702617,70.06698035099801,72.03441393225211,78.43496784797932,68.18177340567205,76.88638117710265,74.42133069075825,78.30430151582556,77.54486126778998,76.36488743784358,76.30425033277542,78.27427395488208,82.43825940441032,73.75775590251489,71.10163657141071,70.76969675949516,70.51603255686567,71.34950623611158,81.0018543260584,75.51100877879387,73.63736043832138,60.614239188217844,74.80562594101912,77.72094666871568,77.3119189869955,68.63675505587828,77.30621653508018,73.55750188877259,76.50598016073006,77.13142660854939,78.59474850114856,81.10023498715857,66.35230569895117,79.90104085447176,71.56701266884254,68.5305810485199,69.47505584219584,70.3571152441083,78.428234022303
Agouti1,71.23503349519902,0.0,68.05532925824713,71.8083592614383,78.59977306993375,76.04340329239506,69.0789371487077,78.46586937025998,73.18833866834764,75.96693746281076,75.92093715418,78.07405891789631,75.87630680562513,74.96277650392167,72.8924608819306,70.31635076611973,70.95999229664852,82.0818531587802,67.28907984595402,80.2419353632327,70.29129703465526,66.70916654286205,73.10878667606849,68.71256229050564,74.18527426487219,68.83019170017887,72.32299356890265,71.69046844761688,70.89514480775742,69.69560110753883,63.52119488560167,74.58921984198156,71.84987467696743,70.63820098404064,67.5574071639282,69.23912157819728,67.93890416096423,70.48227734911127,73.63663780635264,72.1315712117838,78.96602353983658,75.20950409140707,79.40627653673195,69.91556305620674,71.24295461031093,73.89775865081683,77.87524829332685,75.93111105248158,75.40547355966892,72.16434881874758,76.40536549586187,65.15273567640214,75.82377764006037,71.07795642449813,74.28873105356453,74.64654750473153,72.8907593950295,69.926591901336,69.94616860845794,67.64325979937928,76.3545182252611,71.8116151671451,76.45259112193926,78.00385735640343,75.05166122408934,74.36700892865684,71.10564623554042,73.36356350489797,73.9276122401583,75.35474457682362,79.2408589976641,75.91165942135136,76.08276499044364,72.45564154815861,67.22303719482858,70.64738282101183,71.29464080559194,72.79413969928416,72.63422030828154,64.37591345845996,68.85837729556341,73.043938184168,67.55678484793876,70.95144105432055,72.71183759493937,71.53047975081085,72.30177841929421,71.03688712076476,70.85448304165365,70.41694587591623,74.70873198171235,73.56624265010205,77.37532868993495,76.26041180549697,71.16452118131438,77.43630906493125,76.78324964278517,64.81502773580071,77.30588027428738,76.39421573216602,70.30683835915676,74.72763050201749,75.9451006421663,77.15114267617396,81.96912883211613,78.32356343145732,78.86835840342516,80.83234149861237,80.87060902801434,77.47721094575202,73.21514545244008,72.39798702780024,72.18935935086387,69.81774555027629,70.28304227281158,74.02185483367288,81.36181603408916,78.68642224298216,74.0345487840763,68.73648178790467,75.07249552990545,71.65615541490168,75.16690873699424,69.74437058893645,73.59990841865535,74.2728383286552,73.62682905148893,73.03087296006314,77.25097786459253,78.0174152382854,69.7745889869939,75.5502876247222,73.99463809539633,75.03715949500214,73.23453181511206,81.33519440446138,75.6391555634874,75.00883426326342,78.90527021404102,74.93809198455526,62.137082256912535,71.53806002692014,70.77580262364343,72.53420631462583,70.4377857672813,70.50836409590508,71.73746833526265,71.45409548882316,71.97707384407775,77.95013020867741,70.25948243666654,88.03127361853936,74.74692176305669,69.75090957081201,79.80060405100642,73.40041365748165,71.46116061436243,77.77042936122217,81.61060940062865,77.68215517599951,75.67787673093767,69.98079594706718,72.34750279744033,76.74156480554467,69.81873790453636,72.15228854505438,67.45227343261442,70.52269180259607,78.3956642257467,70.98891833358505,73.36929200363173,80.96072074427322,76.19425208012532,69.93603922854379,70.60943941129368,68.70204317728053,69.6054819946896,70.23774037688327,79.82588702984792,79.52691419142519,77.13092751494037,72.64882379599892,74.36638127902734,73.45076289360188,74.08218881332988,70.87633191937508,76.51360298126667,71.37509713690451,74.93519898335954,73.09144531987651,75.25108349144995,70.14635285430528,74.04738388635877,74.57193453489964,73.56466876072773,73.22739366529981,78.17117135913195,72.3643028017592,74.5293252692108,75.39791402984551,74.65339781648564,78.68752371726166,75.8225243748153,71.65783960691297,74.72137100481173,74.08492184789245,72.34897502506934,73.43532195081559,72.84421895115267,74.3891909056201,72.08677810758813,74.3101840142594,70.32749651871288,75.32649650363602,77.48579465812946,74.45590938108694,75.36187654953778,78.69651454352973,68.01073000216257,76.47719382317572,80.5630460403627,71.9324271368024,83.90103580962008,75.61633011620327,77.85038865916987,78.62553260660476,70.74737719512129,74.77377539730423,74.74500395230153,75.54566206532989
Agouti2,78.21575875692761,68.05532925824713,0.0,82.28714805921153,81.33970127989608,86.38051537485958,73.28546852270415,80.18173349252606,77.34619925307373,81.56543222459226,77.64341162638803,81.49987760784157,82.64437774350264,81.84708644334006,78.23627519126391,72.06494040009406,73.62246612625353,81.51598460484578,74.37978441577428,81.64474959310488,70.97001496443055,74.66949074004059,75.3192140575891,76.51675756123946,71.27598169372808,71.51425324629918,76.90259288454813,79.16254250823039,73.69683640757214,82.02778637973081,67.03758436120873,75.13010094231345,78.6016476771961,80.85260120310775,74.35702484635303,74.68266043067939,77.4022914793891,77.48517363981347,72.36708421353381,79.12611819601304,81.19032701193203,85.14452009408275,79.65729789165451,75.00367851834375,76.87046074787166,77.64198051956384,79.58440295744211,76.42553765181552,77.68760042276938,77.11086212866363,77.47480910175193,71.41922119224242,81.66923661089548,68.0099900952628,78.81182418805851,77.8610811185649,73.65453355963335,73.26645044598686,75.93993565323552,73.94747244027428,76.41691372124095,73.92518507417435,76.07112645686368,79.51494523662555,75.82169769263186,76.64316826766171,83.8366212119016,75.39518227444178,75.29717304077438,85.24750702745109,81.29933246616159,79.06652373757929,79.91902901490906,73.9526875498193,74.23884499608234,78.54959359248903,76.46934647313407,80.11300779442388,76.70475056444482,75.65068915340863,69.70454269424393,73.56111637838262,75.17368332089362,74.8600493952263,74.50198582871664,80.03483588065984,80.36628205802687,78.83752975141556,74.3486812665871,73.90233650332799,77.3307792939159,73.62740773313135,78.63767544565954,80.63331470392515,76.71069285768559,84.85306782650495,76.22361033892467,67.84160975614097,84.9184317763409,78.01490085307158,76.3020859597698,80.7189756543292,81.44146359371675,71.99658866899614,78.23539372954318,78.36117781900052,78.84494763994375,81.62831670093684,81.91755158404172,79.59353163094663,76.86450028211117,80.57090642564386,72.07585818306904,71.47493485272899,68.37697669375292,79.09098763825197,75.62036121410429,80.11267064303385,80.49319410841818,74.50657999949877,78.30687835090626,77.44632627606056,78.61123406956042,76.96678784349365,76.56263974301501,75.70191876277445,76.39918050893971,79.08677876450506,79.17605565683965,79.1629935770653,75.89252276323869,84.12455079607713,77.56272318503193,78.90574970769288,75.69277281498303,76.82553488581087,80.99951821807326,76.17445844861922,78.8620627769841,80.29140254772892,68.73857885357401,73.19712374719981,74.71399884471667,79.9143980220915,72.93458537382341,74.5487984079954,72.59762016130594,75.37371958210412,79.908343068226,79.35020986484761,76.38461620979885,94.09252143150817,80.25509227604942,79.54399268419466,77.91916182844031,77.04640057662873,77.62924909437314,82.206550965951,82.882123002286,83.69431955324367,79.56445975118359,75.35183131701655,71.85718643513857,79.7553390223443,76.96782284385297,72.9154735385238,74.09042203166288,75.87972627018544,75.90116147913457,76.30465262453632,84.14096230420549,93.07367356629175,77.02217894574531,75.3810766143074,74.40079512032256,70.89304301672021,68.46143806661522,67.76223169497302,85.34900612358709,75.20114621282325,77.23426336093999,75.49959946347897,76.74407965106043,74.86851968009267,71.78550395373048,75.03461208460772,79.17018172292849,75.37854722273282,75.75689861456465,78.40544889314401,80.54825395622373,77.00071418189509,80.77585920145066,77.72208580269086,76.53562767312732,74.98388833123832,75.09302176333426,69.28210288235351,76.6032314011095,78.3946675638283,84.24834561560446,84.27335427893442,79.14188027979083,79.93957800187133,83.08309037412977,74.18780439476251,74.67400367379898,78.4421757716735,73.28247202577421,73.9597448612405,74.81385421433947,80.46676649318583,74.3141958354085,80.76861413279858,81.70016885916618,75.91123151203215,80.94115141289734,76.75086835620223,71.90263940682354,76.58468992921054,80.67789074473743,72.56871227764955,88.98912804356935,76.23818157386333,85.1434972973962,78.9961048381657,78.2904851478288,74.46767073404592,74.84614264828842,83.8853220364948
Armadillo,70.07846319842491,71.8083592614383,82.28714805921153,0.0,75.6871016370063,56.836436875279986,68.67654426675854,81.09140454050505,76.10616784771196,80.2786794201129,78.18370548133947,79.61704864786672,80.1573954314369,76.00107034573436,70.77262142325594,69.3216492055201,75.6401111505125,73.0922720107094,70.01515268806196,72.71446831248359,74.15980446604937,69.26155855979019,73.70461141419534,70.33952278521188,79.11330097482346,70.29618233317493,74.7116247571243,76.2886233808595,69.67960913773051,76.23190445911334,74.30155495775885,75.20351406473468,64.66538400400239,61.671862099597995,69.66047101063536,74.36401781703465,68.1516952484015,74.01967528429542,74.11267926725917,74.70087966142384,74.17164092370774,71.90979299705086,76.75803621515155,71.87159584372105,74.39501084266928,73.56214239500817,82.62071056465852,84.3325993611102,70.70305353628717,67.08863341272681,68.49523292103207,67.89487804459307,73.09761569107519,75.79160832077494,77.44587222554394,77.92541641160122,70.45117380526952,71.3391374438996,67.3602229378236,68.34009444802007,70.00481571974832,70.10874564470092,73.89351515978197,72.323034302536,78.05006058204283,68.91903389322496,80.43217605351018,69.78651954859363,76.78848846802161,71.57705943513805,71.36835787024798,76.42017887728377,75.32336081314804,71.63639306211314,76.57286790868248,64.70429975499036,66.66821658070344,62.64664656959983,68.5084642471065,66.78681147931988,64.13011754553717,74.03764762207886,73.6198828860263,71.94502406719022,71.85124414911022,74.69111057853375,76.61993694875402,71.32087088576361,74.08999016343454,72.07753293809004,75.86822467459488,72.91789004317454,72.10953608615472,78.01750759202773,72.1396883580012,79.10945915099111,71.74101600141175,73.24147200729338,77.36527891090039,74.79084242875528,60.787648169421644,82.60111647268936,70.33932807173846,74.5965356799251,77.54961192235429,74.75204845396422,73.78248822619483,77.29802661145371,75.17276207004628,75.01655208380083,74.47382392181032,69.46576498447422,69.72875214320077,69.57799600318654,70.43497682502326,71.25321451826635,76.70434746287151,84.13845867049402,80.47699699015612,67.80684461319609,72.42434774431354,75.21584744411851,75.56043298579222,71.53504331554328,77.14835110766313,73.33095178786095,75.70998648390483,77.22615302299039,73.47973797763342,74.47253307878792,74.56300992518757,80.51594093384564,72.31364282861946,76.7908160586565,77.62224079649047,79.75011298146964,79.51225198241347,75.42930985381842,79.82053201528096,78.8785169454059,74.92149482324976,73.56163652025681,75.40142699959037,69.47129299749533,66.8072996156678,72.06196984448465,69.16665918310602,71.80706019635824,66.33673285942889,71.48514463841634,63.286778050438386,61.36933300531146,69.73923033728335,65.65877904388799,79.39540685638494,72.8421540276389,65.21648126485871,81.24545246446799,82.205328454727,79.3745352600067,69.26529556418222,73.96008661218755,67.23631982586875,77.6457516066504,61.91807670483362,68.39603249488815,72.16618606387108,59.4037681737774,76.60074935494352,70.26718584295,69.34541067697893,59.990408571127446,73.94744047885823,75.26296638188163,76.55070700734919,79.90724664915939,69.88013342211653,76.9531318685228,76.28216060046623,73.36839833323045,73.63477693192556,71.05481256194109,70.55472601016854,68.19488594683222,73.80243027883571,68.14210582208327,77.31032822152214,67.66443417769437,79.30205556357137,74.30623939047118,62.7156169232815,65.46839403705688,70.83228248013987,75.15289767636746,66.66378765652233,75.4755306690306,77.8963318487162,76.41355139875307,75.09521490638124,73.98086243751294,73.22809495004128,72.62241993020811,76.40500604434423,71.91597511082767,59.34710421739265,74.8996860883754,73.68916415183315,69.16711240065115,71.24789749943837,74.87769098529671,81.51738765199738,75.12804013532767,71.35065813603433,74.91365280984061,73.76815375407566,75.46178863208712,78.49496692994636,68.96403422530119,64.82715419211274,78.52614588205613,78.08091371182448,74.23369252940157,81.24968005089326,72.55653081885069,82.06951681321641,67.27079258434858,74.05476253047213,70.10836350005017,74.42628096399065,81.35227695300239
ArtibeusJamacien,77.77463859604333,78.59977306993375,81.33970127989608,75.6871016370063,0.0,82.23558351457115,78.73490777082432,82.87014329567948,80.52548454459603,81.29073171287611,83.00903416209648,81.13362456925168,88.64847900084365,84.21487317985707,75.48337445444568,70.38985299604582,76.16092288927229,77.08409830070721,69.54271623058814,83.04084581527181,77.90253980433039,74.77104299473355,75.58527657330423,78.91676740138327,79.19411049965103,75.8803925883957,78.77834910790166,79.23319026313337,79.9446284346113,80.13916472479113,80.81476878044292,79.0864920931389,69.23102838367444,69.30517283911637,77.46085066728847,77.01244303876484,76.7051571413958,78.32971977377912,78.4782982793368,80.85116002872951,81.56255830508601,74.27883240699853,82.88467238657995,70.75034509660202,78.81715503543103,78.33140640760175,77.47375247284086,81.82705125510364,78.16614972452314,71.23232094660827,69.83739005055037,75.52045167936892,78.26545721640235,77.63635880958242,75.69150218009804,81.89962022516164,74.97954436712021,70.73248773287156,75.1126712886081,74.11793063575774,75.88887108323944,77.88897537164499,79.13978080920651,78.63025087692355,79.71746389721815,76.09748959277317,84.58101087887209,74.33667796388372,68.36314992587211,81.66793514304436,71.62378596045917,79.6531025188394,80.57300769783765,75.94188580591486,74.77238789249435,72.76374046489585,73.11084301231259,74.84446487424083,72.78042605221114,79.91142589433241,72.60978017192006,67.4043038913567,74.38283801518236,69.64246419409096,77.85486099430764,88.0105800610465,84.56445290064988,86.22295544268641,75.42297046349677,79.57989192845844,77.4422224145084,76.30372050636649,81.78434120238985,82.47329079083006,77.75689317926081,81.17805140844148,74.99088079356639,73.31077688576327,84.31428824517941,77.02878066357422,76.1811888715217,82.55818019843548,82.40675680902648,73.21218208188454,77.22149056781825,81.48798661364528,81.54319382804934,79.92879340422328,87.39297313641944,81.2363379067256,75.54264738772619,75.33313906275635,75.05834153927049,75.86366844175338,71.39107794421994,70.58726596014412,75.384616345868,83.9910015198942,86.15292116225929,74.58583978404371,82.85304345490204,76.6218015949998,82.86038499331973,73.66326410274485,78.09651604808035,80.17061548069182,75.27172035191913,77.42317938233779,82.082152089559,82.00100682798953,79.16759564403877,81.25075494671168,78.28458813115284,80.58941983725273,80.23933854646627,83.17829530793996,80.13970816091361,72.28175795543677,80.62078842738953,79.66057816354554,77.19776336191468,76.67723562088466,79.97955547378587,71.68740804490191,73.40173191154243,76.47133942075689,75.42070475427889,72.71673802319326,71.9730004909599,78.86875373399415,75.47095230611934,87.97132570444484,71.66854734958937,82.78987612675967,82.25850218560461,79.66924248616414,76.51217253056376,83.89091590651921,83.76864522838991,85.79039963467275,83.44129412960197,78.10797119170167,73.25543105095986,81.1178756687001,76.70142803437622,74.9407386883185,77.22823137630485,71.11965270368552,76.60963505911857,79.65150558107894,80.57127900828004,87.66046078141682,79.69457009378647,80.48322231816465,78.22564641173216,81.48137881320531,69.21576882683658,74.22766878777878,79.03456652649953,76.34847683842875,76.83473698322342,76.00431308653788,77.43338815134594,72.92647499054249,70.70785975911554,80.258023499541,76.76585017390263,75.54666381270505,77.5253042765006,80.36877759507146,80.5773615734867,70.58098236950683,75.83646810596962,74.45635662456498,76.72862569736355,77.63329786509098,75.67496718053448,74.71344330996163,71.34639083855907,80.32261837126165,85.60279938119649,85.9938290750071,65.2536949121816,78.22012623184567,77.11401505372376,80.11434344900573,76.49836565082845,79.21552007516564,77.85050528615052,73.75204358572104,81.13680251869754,79.84240081678615,77.305860953864,83.50429503617916,73.8431905469218,70.3154017544091,81.05409965072542,70.8794105719804,74.11457989783008,80.39428711338407,74.39791861240246,68.91753929829447,81.50427421915076,76.19792465444121,83.75995979883766,79.31240078407836,77.58520995115424,74.20091970617335,77.7132707479479,78.36573014282415
Asellia,73.46331765240643,76.04340329239506,86.38051537485958,56.836436875279986,82.23558351457115,0.0,63.802550415773105,81.4814889241294,76.06838381237979,84.34571757634995,78.44574029621987,72.53144248716632,71.52875024252809,73.88064918162779,71.79635729354055,72.39023286706797,74.81612923358126,73.94765721145326,73.634873625296,66.77775026250131,76.05107372095733,68.27644438460004,76.26871624376128,69.09830737229531,80.48092659365217,70.04074636196674,77.14959537368586,74.3488339390166,69.41690958498903,74.86188391013565,77.8444659151927,77.23691993715127,63.531408079955725,62.225745145452905,74.14601208459786,74.6440176779855,68.13981219687767,79.4941250206823,76.99087332502828,74.13217322210676,76.21794416112274,70.06070158303697,78.84173483823372,71.12281352783769,80.33681880855106,73.50755762584926,81.7899358692431,84.2382776215855,71.34168713979774,71.96191217000701,70.44540068268341,71.96757583078329,69.43027001459842,78.230021017703,77.79130828189653,74.34381321825961,71.62118613593685,72.59963920880853,68.22823642061519,71.81071970310461,74.7064668226529,71.85476292869168,78.72938131988175,76.65903434204526,79.58816948510527,72.27089455922211,83.90154534521417,66.48996562080632,82.31336065198289,63.883774333144004,71.09102217737029,78.89614551138993,76.19990526785833,76.85953228631729,74.04500796410595,65.00119658876383,65.5011611007117,59.91247954737278,65.14529542952792,65.70388376918643,68.96060693877826,76.26663922348891,77.26889708526016,74.68440363582225,75.5592635155667,70.72669784209697,75.56227284902417,66.6941497802051,72.093857616359,76.2942081565495,76.7779425745299,77.05990419508493,68.0346796871299,84.4176351009734,75.58098803116012,78.37010532117786,69.70823859760388,72.63406538754137,72.61979790841444,78.78448841130623,62.672324686106755,77.06443146291394,68.9073701765621,74.51473771748977,77.6414176419263,76.32998084179005,73.69058485250184,72.91599426041981,76.01470793097597,74.03665776025474,77.00744883783312,72.79590051376167,73.42369439336714,68.87040545044344,75.71270789531931,74.1059662769815,80.51804302045957,79.50302451627002,74.59385958412787,68.39719928291109,73.58280931555342,78.96873770155355,72.26770216384668,74.18055467815475,77.54059865688897,77.80088125894389,73.97488847578354,82.48563843445727,79.0280299079019,77.71226221004147,77.57115195047984,79.77307027465143,75.61903646110201,79.11642611477896,75.84415153799245,79.28959252699477,78.02173003993718,77.57732549443767,83.31935751926542,76.24143042149316,74.36570396660767,74.40202836440191,77.07924046347773,72.21044685916893,66.09682782891052,73.71391510049808,68.83852413303987,75.60142780612581,61.85885250043944,71.87845849463673,67.86301318583062,52.48700399035448,64.17145761356328,67.19734505435582,77.2363825268921,72.95965888699574,64.88089486745173,82.60712374086356,80.58615622133841,77.10132121604013,61.05420976470423,74.37296976749712,64.30597127338169,82.87905430238085,60.100981548180414,68.26363283795962,70.05316557411349,63.462627205098244,78.77397023241105,71.51138069886025,62.13077244893084,46.939911215298665,73.87887694191767,73.09247768724066,76.8379810284448,82.02108588360326,72.57929849650284,83.60130603911253,74.21094368524689,76.75848851843324,76.24647688829721,76.37464678929274,73.77831777681352,72.69879637085434,78.12424621787133,70.72265721740021,80.5386538135245,71.0646946668492,81.5183016586279,77.2704576231487,57.975932959959536,66.7804076155872,73.27042071106436,79.9431832492676,70.72439244704555,71.9976738490137,74.77568165312309,76.98431299327319,79.12266293685842,74.44198662242428,66.36919099958168,69.80117547983636,79.83472802074209,70.76770235579656,57.88356903149661,78.07613578737468,75.25067455710686,68.68997162875098,67.90798789775017,77.52793077401243,84.21647769627971,74.5393648911013,75.86435171992731,68.98054043512076,73.42437543340387,75.11945985318768,76.69543434046808,72.08950795240354,64.18234818220762,79.16837684987732,73.80088333516318,75.42530162501846,83.27589545871633,75.4889063169266,82.3272205840297,68.51818294092762,73.42112863077259,75.79112094399592,78.96413804750082,83.68415029118114
